label,label_folder,contract_id,sol_path,meta_path,out_csv,num_blocks,num_vuln_lines_in_metadata
TOD,TOD,41,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_41.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_41.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_41_blocks.csv,85,17
TOD,TOD,42,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_42.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_42.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_42_blocks.csv,127,25
TOD,TOD,43,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_43.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_43.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_43_blocks.csv,159,29
TOD,TOD,44,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_44.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_44.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_44_blocks.csv,165,30
TOD,TOD,45,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_45.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_45.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_45_blocks.csv,131,28
TOD,TOD,46,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_46.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_46.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_46_blocks.csv,41,7
TOD,TOD,47,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_47.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_47.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_47_blocks.csv,191,40
TOD,TOD,48,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_48.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_48.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_48_blocks.csv,159,32
TOD,TOD,49,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_49.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_49.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_49_blocks.csv,51,11
TOD,TOD,50,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_50.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_50.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_50_blocks.csv,133,25
Timestamp dep,Timestamp-Dependency,1,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_1.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_1.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_1_blocks.csv,36,18
Timestamp dep,Timestamp-Dependency,2,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_2.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_2.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_2_blocks.csv,44,20
Timestamp dep,Timestamp-Dependency,3,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_3.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_3.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_3_blocks.csv,47,21
Timestamp dep,Timestamp-Dependency,4,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_4.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_4.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_4_blocks.csv,38,19
Timestamp dep,Timestamp-Dependency,5,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_5.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_5.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_5_blocks.csv,76,31
Timestamp dep,Timestamp-Dependency,6,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_6.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_6.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_6_blocks.csv,79,30
Timestamp dep,Timestamp-Dependency,7,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_7.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_7.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_7_blocks.csv,81,31
Timestamp dep,Timestamp-Dependency,8,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_8.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_8.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_8_blocks.csv,76,31
Timestamp dep,Timestamp-Dependency,9,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_9.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_9.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_9_blocks.csv,69,26
Timestamp dep,Timestamp-Dependency,10,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_10.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_10.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_10_blocks.csv,16,9
Timestamp dep,Timestamp-Dependency,11,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_11.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_11.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_11_blocks.csv,77,32
Timestamp dep,Timestamp-Dependency,12,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_12.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_12.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_12_blocks.csv,108,37
Timestamp dep,Timestamp-Dependency,13,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_13.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_13.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_13_blocks.csv,38,17
Timestamp dep,Timestamp-Dependency,14,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_14.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_14.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_14_blocks.csv,68,22
Timestamp dep,Timestamp-Dependency,15,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_15.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_15.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_15_blocks.csv,38,17
Timestamp dep,Timestamp-Dependency,16,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_16.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_16.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_16_blocks.csv,112,42
Timestamp dep,Timestamp-Dependency,17,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_17.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_17.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_17_blocks.csv,79,31
Timestamp dep,Timestamp-Dependency,18,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_18.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_18.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_18_blocks.csv,121,44
Timestamp dep,Timestamp-Dependency,19,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_19.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_19.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_19_blocks.csv,83,29
Timestamp dep,Timestamp-Dependency,20,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_20.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_20.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_20_blocks.csv,72,31
Timestamp dep,Timestamp-Dependency,21,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_21.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_21.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_21_blocks.csv,75,28
Timestamp dep,Timestamp-Dependency,22,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_22.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_22.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_22_blocks.csv,89,36
Timestamp dep,Timestamp-Dependency,23,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_23.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_23.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_23_blocks.csv,83,26
Timestamp dep,Timestamp-Dependency,24,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_24.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_24.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_24_blocks.csv,138,45
Timestamp dep,Timestamp-Dependency,25,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_25.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_25.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_25_blocks.csv,49,21
Timestamp dep,Timestamp-Dependency,26,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_26.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_26.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_26_blocks.csv,69,22
Timestamp dep,Timestamp-Dependency,27,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_27.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_27.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_27_blocks.csv,126,45
Timestamp dep,Timestamp-Dependency,28,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_28.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_28.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_28_blocks.csv,88,29
Timestamp dep,Timestamp-Dependency,29,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_29.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_29.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_29_blocks.csv,52,21
Timestamp dep,Timestamp-Dependency,30,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_30.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_30.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_30_blocks.csv,159,45
Timestamp dep,Timestamp-Dependency,31,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_31.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_31.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_31_blocks.csv,41,17
Timestamp dep,Timestamp-Dependency,32,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_32.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_32.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_32_blocks.csv,47,21
Timestamp dep,Timestamp-Dependency,33,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_33.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_33.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_33_blocks.csv,66,26
Timestamp dep,Timestamp-Dependency,34,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_34.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_34.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_34_blocks.csv,108,38
Timestamp dep,Timestamp-Dependency,35,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_35.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_35.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_35_blocks.csv,103,34
Timestamp dep,Timestamp-Dependency,36,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_36.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_36.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_36_blocks.csv,89,36
Timestamp dep,Timestamp-Dependency,37,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_37.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_37.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_37_blocks.csv,82,36
Timestamp dep,Timestamp-Dependency,38,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_38.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_38.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_38_blocks.csv,88,29
Timestamp dep,Timestamp-Dependency,39,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_39.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_39.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_39_blocks.csv,19,11
Timestamp dep,Timestamp-Dependency,40,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_40.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_40.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_40_blocks.csv,76,24
Timestamp dep,Timestamp-Dependency,41,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_41.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_41.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_41_blocks.csv,38,17
Timestamp dep,Timestamp-Dependency,42,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_42.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_42.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_42_blocks.csv,66,26
Timestamp dep,Timestamp-Dependency,43,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_43.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_43.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_43_blocks.csv,83,30
Timestamp dep,Timestamp-Dependency,44,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_44.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_44.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_44_blocks.csv,85,30
Timestamp dep,Timestamp-Dependency,45,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_45.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_45.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_45_blocks.csv,61,28
Timestamp dep,Timestamp-Dependency,46,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_46.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_46.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_46_blocks.csv,16,7
Timestamp dep,Timestamp-Dependency,47,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_47.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_47.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_47_blocks.csv,99,41
Timestamp dep,Timestamp-Dependency,48,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_48.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_48.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_48_blocks.csv,84,33
Timestamp dep,Timestamp-Dependency,49,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_49.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_49.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_49_blocks.csv,19,11
Timestamp dep,Timestamp-Dependency,50,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/buggy_50.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Timestamp-Dependency/BugLog_50.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Timestamp-Dependency/buggy_50_blocks.csv,69,26
Unchecked-send,Unchecked-Send,1,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_1.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_1.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_1_blocks.csv,42,18
Unchecked-send,Unchecked-Send,2,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_2.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_2.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_2_blocks.csv,49,20
Unchecked-send,Unchecked-Send,3,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_3.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_3.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_3_blocks.csv,52,21
Unchecked-send,Unchecked-Send,4,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_4.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_4.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_4_blocks.csv,42,18
Unchecked-send,Unchecked-Send,5,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_5.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_5.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_5_blocks.csv,77,31
Unchecked-send,Unchecked-Send,6,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_6.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_6.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_6_blocks.csv,79,30
Unchecked-send,Unchecked-Send,7,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_7.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_7.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_7_blocks.csv,81,31
